s,a,r,sp
842,1,-2,909
909,0,0,975
975,0,0,1041
1041,0,0,1107
1107,0,0,1173
1173,1,-2,1273
1273,1,-2,1406
1406,0,0,0
1041,0,0,1107
1107,0,0,1173
1173,1,-2,1273
1273,0,0,1372
1372,0,0,1471
1471,2,-2,1536
1536,2,-2,1568
1568,0,0,1601
1601,1,-2,1668
1668,1,-2,1768
1306,0,0,1405
1405,0,0,1504
1504,1,-2,1637
1637,2,-2,1735
1735,2,-2,1800
1800,2,-2,1832
1832,0,0,0
1075,1,-2,1208
1208,1,-2,1374
1374,2,-2,1505
1505,0,0,1637
1637,2,-2,1735
1735,0,0,1834
1834,0,0,1933
1933,2,-2,1998
1998,0,0,2064
2064,0,0,0
1395,2,-2,1130
1130,0,0,866
866,0,0,602
602,1,-2,0
1045,0,0,1243
1243,2,-2,1407
1407,0,0,1572
1572,2,-2,1703
1703,2,-2,0
1169,0,0,1103
1103,0,0,1037
1037,2,-2,937
937,2,-2,804
804,0,0,672
672,0,0,540
540,0,0,408
408,1,-2,0
872,2,-2,772
772,0,0,673
673,2,-2,540
540,2,-2,0
1403,2,-2,1402
1402,1,-2,1436
1436,2,-2,1435
1435,2,-2,1401
1401,2,-2,1334
1334,2,-2,1234
1234,0,0,1135
1135,0,0,1036
1036,2,-2,0
940,0,0,940
940,0,0,940
940,2,-2,906
906,0,0,873
873,2,-2,806
806,1,-2,774
774,0,0,741
741,1,-2,742
742,2,-2,708
708,0,0,675
675,0,0,642
642,0,0,609
609,0,0,576
576,1,-2,577
577,0,0,577
577,0,0,577
577,2,-2,543
543,2,-2,476
1369,0,0,1369
1369,1,-2,1403
1403,0,0,1436
1436,1,-2,1503
1503,1,-2,1603
1603,2,-2,1668
1668,1,-2,1768
1768,0,0,1867
1867,2,-2,1932
1932,0,0,1998
1998,2,-2,0
1540,1,-2,1772
1772,0,0,2003
2003,0,0,0
1238,2,-2,1237
1237,2,-2,1203
1203,0,0,1170
1170,0,0,1137
1137,0,0,1104
1104,0,0,1071
1071,2,-2,1004
1004,0,0,938
938,1,-2,906
906,2,-2,0
705,2,-2,0
1077,2,-2,1208
1208,2,-2,1306
1306,1,-2,1439
1439,1,-2,1605
1605,2,-2,1736
1736,0,0,0
1366,0,0,1267
1267,0,0,1168
1168,0,0,1069
1069,2,-2,936
936,1,-2,838
838,1,-2,773
773,1,-2,741
741,1,-2,0
1237,2,-2,1203
1203,0,0,1170
1170,0,0,1137
1137,0,0,1104
1104,0,0,1071
1071,1,-2,1072
1072,0,0,1072
1072,2,-2,1038
1038,1,-2,1039
1039,1,-2,1073
1073,1,-2,1140
1140,2,-2,1172
1172,1,-2,1239
1239,2,-2,1271
1271,1,-2,1338
1338,2,-2,1370
1370,1,-2,1437
1437,0,0,1503
1503,2,-2,1535
1535,1,-2,1602
1073,1,-2,1140
1140,0,0,1206
1206,1,-2,1306
1306,2,-2,1371
1371,2,-2,1403
1403,0,0,1436
1436,0,0,1469
1469,2,-2,1468
1468,0,0,1468
1468,0,0,1468
1468,2,-2,1434
1434,0,0,1401
1401,0,0,1368
1368,0,0,1335
1335,1,-2,1336
1336,0,0,1336
1336,2,-2,1302
1302,1,-2,1303
1303,1,-2,1337
1337,0,0,1370
1106,0,0,1139
1139,0,0,1172
1172,2,-2,1171
1171,0,0,1171
1171,0,0,1171
1171,1,-2,1205
1205,0,0,1238
1238,2,-2,1237
1237,0,0,1237
1237,1,-2,1271
1271,1,-2,1338
1338,0,0,1404
1404,0,0,1470
1470,0,0,1536
1536,0,0,1602
1602,1,-2,1702
1403,1,-2,1470
1470,0,0,1536
1536,2,-2,1568
1568,0,0,1601
1601,0,0,1634
1634,2,-2,1633
1633,2,-2,1599
1599,2,-2,1532
1532,0,0,1466
1466,1,-2,1434
1434,1,-2,1435
1435,0,0,1435
1435,2,-2,1401
1401,0,0,1368
1368,1,-2,1369
1369,0,0,1369
1369,0,0,1369
1369,0,0,0
1172,1,-2,1239
1239,0,0,1305
1305,1,-2,1405
1405,0,0,1504
1504,0,0,1603
1603,1,-2,1736
1736,0,0,1868
1868,2,-2,1966
1966,2,-2,2031
2031,2,-2,2063
2063,2,-2,2062
2062,0,0,2062
2062,0,0,2062
2062,2,-2,2028
2028,1,-2,2029
2029,1,-2,2063
2063,2,-2,2062
2062,0,0,2062
1301,0,0,1235
1235,1,-2,1203
1203,0,0,1170
1170,0,0,1137
1137,0,0,1104
1104,0,0,1071
1071,2,-2,1004
1004,1,-2,972
972,0,0,939
939,0,0,0
1663,0,0,1564
1564,1,-2,1499
1499,1,-2,1467
1467,1,-2,1468
1468,1,-2,1502
1502,2,-2,1501
1501,1,-2,1535
1535,0,0,0
1275,2,-2,1406
1406,1,-2,1572
1572,2,-2,1703
1703,1,-2,1869
1869,1,-2,0
1040,0,0,1073
1073,0,0,1106
1106,0,0,1139
1139,0,0,1172
1172,0,0,1205
1205,1,-2,1272
1272,2,-2,1304
1304,0,0,1337
1337,0,0,1370
1370,2,-2,1369
1369,0,0,1369
1103,0,0,1037
1037,1,-2,1005
1005,0,0,972
972,0,0,939
939,1,-2,940
940,0,0,940
940,0,0,0
1532,2,-2,1432
1432,1,-2,1367
1367,1,-2,1335
1335,0,0,1302
1302,2,-2,1235
1235,0,0,1169
1169,2,-2,1069
1069,2,-2,936
936,0,0,804
804,0,0,672
672,0,0,540
1370,0,0,1403
1403,0,0,1436
1436,0,0,1469
1469,2,-2,1468
1468,2,-2,1434
1434,0,0,1401
1401,1,-2,1402
1402,2,-2,1368
1368,1,-2,1369
1369,0,0,1369
1369,2,-2,1335
1335,1,-2,1336
1336,1,-2,1370
1370,0,0,1403
1403,0,0,1436
1600,2,-2,1566
1566,0,0,1533
1533,1,-2,1534
1534,0,0,1534
1534,0,0,1534
1534,0,0,1534
1534,1,-2,1568
1568,0,0,1601
1601,0,0,1634
1634,0,0,1667
1730,1,-2,1698
1698,2,-2,1631
1631,1,-2,1599
1599,0,0,1566
1566,0,0,1533
1533,2,-2,1466
1466,0,0,1400
1400,2,-2,1300
1300,0,0,1201
1201,2,-2,1068
1068,2,-2,902
902,1,-2,771
771,1,-2,673
673,0,0,574
574,1,-2,509
509,2,-2,409
409,2,-2,0
1340,1,-2,1506
1506,0,0,1671
1671,0,0,1836
1836,1,-2,2035
2035,1,-2,0
1371,2,-2,1403
1403,2,-2,1402
1402,0,0,1402
1402,1,-2,1436
1436,0,0,1469
1469,2,-2,1468
1468,2,-2,1434
1434,1,-2,1435
1435,0,0,1435
1435,1,-2,0
1230,1,-2,1033
1033,2,-2,801
801,2,-2,0
1235,0,0,1169
1169,2,-2,1069
1069,2,-2,936
936,0,0,804
804,0,0,672
672,0,0,540
540,0,0,408
408,2,-2,242
242,0,0,0
1006,2,-2,972
972,1,-2,973
973,1,-2,1007
1007,0,0,1040
1040,0,0,1073
1073,0,0,1106
1106,1,-2,1173
1173,0,0,1239
1239,1,-2,1339
1339,1,-2,1472
1472,2,-2,1570
1602,0,0,1668
1668,0,0,1734
1734,2,-2,1766
1766,1,-2,1833
1833,0,0,1899
1899,0,0,0
1366,1,-2,1301
1301,0,0,1235
1235,2,-2,1135
1135,1,-2,1070
1070,0,0,1004
1004,0,0,938
938,1,-2,906
906,0,0,0
876,0,0,942
942,0,0,1008
1008,0,0,1074
1074,0,0,1140
1140,0,0,1206
1206,1,-2,1306
1306,0,0,1405
1405,2,-2,1470
1470,2,-2,1502
1502,1,-2,1569
1569,0,0,1635
1635,2,-2,1667
1667,2,-2,1666
1666,0,0,1666
1569,0,0,1635
1635,0,0,1701
1701,0,0,1767
1767,2,-2,1799
1799,0,0,1832
1832,0,0,1865
1865,1,-2,0
1333,1,-2,1268
1268,0,0,1202
1202,2,-2,1102
1102,0,0,1003
1003,1,-2,938
938,0,0,872
872,0,0,0
1495,0,0,1297
1297,1,-2,1133
1133,2,-2,934
934,0,0,736
736,1,-2,0
1275,0,0,1440
1440,1,-2,1639
1639,0,0,1837
1837,0,0,2035
2035,0,0,0
1069,2,-2,936
936,0,0,804
804,2,-2,638
638,1,-2,507
507,1,-2,0
1240,0,0,1339
1339,0,0,1438
1438,0,0,1537
1537,0,0,1636
1636,2,-2,1701
1701,0,0,1767
1767,0,0,1833
1833,0,0,0
1170,2,-2,1103
1103,0,0,1037
1037,0,0,971
971,0,0,905
905,0,0,839
839,0,0,773
773,0,0,707
707,2,-2,607
607,2,-2,474
474,0,0,342
342,1,-2,244
244,0,0,145
145,0,0,0
1336,0,0,1336
1336,0,0,1336
1336,0,0,1336
1336,0,0,1336
1336,2,-2,1302
1302,1,-2,1303
1303,1,-2,1337
1337,1,-2,1404
1404,1,-2,1504
1504,0,0,1603
1603,1,-2,1736
1736,1,-2,1902
1902,1,-2,0
1439,2,-2,1537
1537,1,-2,1670
1670,2,-2,1768
1768,2,-2,1833
1833,0,0,0
1466,2,-2,1366
1366,0,0,1267
1267,0,0,1168
1168,0,0,1069
1069,0,0,970
970,0,0,871
871,2,-2,738
738,0,0,606
606,2,-2,440
440,0,0,275
275,2,-2,76
76,1,-2,0
1103,0,0,1037
1037,1,-2,1005
1005,2,-2,938
938,2,-2,838
838,0,0,739
739,1,-2,674
674,0,0,0
1470,0,0,1536
1536,0,0,1602
1602,1,-2,1702
1702,0,0,1801
1801,0,0,1900
1900,1,-2,2033
2033,2,-2,2131
2131,1,-2,0
904,0,0,805
805,1,-2,740
740,0,0,0
1367,1,-2,1335
1335,2,-2,1268
1268,2,-2,1168
1168,1,-2,1103
1103,0,0,1037
1037,0,0,971
971,0,0,905
905,2,-2,805
805,2,-2,672
672,1,-2,574
574,0,0,0
1138,1,-2,1172
1172,1,-2,1239
1239,0,0,1305
1305,0,0,1371
1371,0,0,1437
1437,0,0,1503
1503,2,-2,1535
1535,0,0,1568
1568,2,-2,1567
1567,0,0,1567
1567,2,-2,1533
1533,0,0,1500
1500,1,-2,1501
1501,1,-2,1535
1535,0,0,1568
1568,0,0,1601
1601,2,-2,1600
1600,0,0,1600
1503,0,0,1569
1569,1,-2,1669
1669,2,-2,1734
1734,0,0,1800
1800,1,-2,1900
1900,1,-2,2033
2033,1,-2,2199
2199,1,-2,0
1666,0,0,1666
1666,2,-2,1632
1632,0,0,1599
1599,0,0,1566
1566,1,-2,1567
1567,0,0,1567
1567,2,-2,1533
1533,2,-2,1466
1466,1,-2,1434
1434,0,0,1401
1401,1,-2,1402
1240,0,0,1339
1339,0,0,1438
1438,1,-2,1571
1571,0,0,1703
1703,0,0,1835
1835,0,0,1967
1967,0,0,2099
2099,2,-2,0
1071,2,-2,1004
1004,0,0,938
938,0,0,872
872,0,0,806
806,0,0,740
740,1,-2,708
708,1,-2,709
709,0,0,709
709,0,0,709
709,0,0,709
709,2,-2,675
675,0,0,642
642,0,0,0
1397,2,-2,1198
1198,1,-2,1034
1034,0,0,869
869,1,-2,738
738,1,-2,0
1465,2,-2,1332
1332,1,-2,1234
1234,0,0,1135
1135,1,-2,1070
1070,2,-2,970
970,2,-2,837
837,1,-2,739
739,1,-2,674
674,1,-2,0
1695,1,-2,1597
1597,0,0,1498
1498,2,-2,1365
1365,1,-2,1267
1267,1,-2,1202
1202,0,0,1136
1136,0,0,1070
1070,0,0,0
1108,0,0,1207
1207,0,0,1306
1306,1,-2,1439
1439,2,-2,1537
1537,1,-2,1670
1670,2,-2,1768
1768,0,0,1867
1867,2,-2,1932
1932,2,-2,0
1107,0,0,1173
1173,1,-2,1273
1273,2,-2,1338
1338,0,0,1404
1404,1,-2,1504
1504,1,-2,1637
1637,0,0,1769
1769,2,-2,1867
1867,0,0,1966
1966,0,0,2065
2065,0,0,2164
2164,0,0,2263
2263,1,-2,2396
2396,2,-2,0
1536,0,0,1602
1602,0,0,1668
1668,0,0,1734
1734,1,-2,1834
1834,1,-2,1967
1967,2,-2,2065
2065,1,-2,0
1204,2,-2,1170
1170,2,-2,1103
1103,0,0,1037
1037,2,-2,937
937,0,0,838
838,0,0,739
739,1,-2,674
674,2,-2,574
574,0,0,0
1205,2,-2,1204
1204,1,-2,1238
1238,2,-2,1237
1237,1,-2,1271
1271,2,-2,1270
1270,0,0,1270
1270,2,-2,1236
1236,2,-2,1169
1169,1,-2,1137
1137,2,-2,1070
1070,1,-2,1038
1168,0,0,1069
1069,0,0,970
970,2,-2,837
837,1,-2,739
739,2,-2,606
606,0,0,0
1271,0,0,1304
1304,2,-2,1303
1303,0,0,1303
1303,2,-2,1269
1269,0,0,1236
1236,1,-2,1237
1237,2,-2,1203
1203,1,-2,1204
1204,0,0,1204
1204,1,-2,1238
1238,0,0,1271
1271,1,-2,1338
1338,2,-2,1370
1370,0,0,1403
1403,2,-2,1402
1402,1,-2,1436
1436,0,0,1469
1469,1,-2,1536
1536,1,-2,1636
1239,2,-2,1271
1271,0,0,1304
1304,1,-2,1371
1371,0,0,1437
1437,2,-2,1469
1469,1,-2,1536
1536,1,-2,1636
1636,0,0,1735
1735,0,0,1834
1834,0,0,1933
1933,0,0,2032
2032,1,-2,0
742,0,0,742
742,2,-2,708
708,1,-2,709
709,0,0,709
709,1,-2,743
743,2,-2,742
742,0,0,742
742,2,-2,708
708,0,0,675
675,0,0,642
642,0,0,609
609,1,-2,610
610,1,-2,644
644,1,-2,711
711,2,-2,743
743,1,-2,810
810,2,-2,842
842,2,-2,841
1666,0,0,1666
1666,0,0,1666
1666,2,-2,1632
1632,0,0,1599
1599,2,-2,1532
1532,2,-2,1432
1432,0,0,1333
1333,1,-2,1268
1268,0,0,1202
1202,0,0,1136
1136,1,-2,1104
1104,2,-2,1037
1037,2,-2,0
1237,1,-2,1271
1271,0,0,1304
1304,2,-2,1303
1303,0,0,1303
1303,0,0,1303
1303,1,-2,1337
1337,1,-2,1404
1404,0,0,1470
1470,2,-2,1502
1502,0,0,1535
1535,1,-2,1602
1602,0,0,1668
1668,2,-2,1700
1700,2,-2,1699
1699,0,0,1699
1699,1,-2,1733
1733,2,-2,1732
1732,0,0,1732
1732,2,-2,1698
1698,1,-2,1699
1303,0,0,1303
1303,0,0,1303
1303,0,0,1303
1303,0,0,1303
1303,0,0,1303
1303,2,-2,1269
1269,1,-2,1270
1270,0,0,1270
1270,2,-2,1236
1236,2,-2,1169
1169,1,-2,1137
1137,0,0,1104
1104,0,0,1071
1071,2,-2,1004
1004,2,-2,904
904,0,0,805
1635,2,-2,1667
1667,0,0,1700
1700,1,-2,1767
1767,2,-2,1799
1799,0,0,1832
1832,0,0,0
1503,2,-2,1535
1535,0,0,1568
1568,0,0,1601
1601,1,-2,1668
1668,0,0,1734
1734,0,0,1800
1800,0,0,1866
1866,0,0,0
1238,0,0,1271
1271,0,0,1304
1304,2,-2,1303
1303,1,-2,1337
1337,2,-2,1336
1336,1,-2,1370
1370,1,-2,1437
1437,2,-2,1469
1469,0,0,1502
1502,2,-2,1501
1501,1,-2,1535
1535,2,-2,1534
1534,2,-2,1500
1500,2,-2,1433
1433,2,-2,1333
1333,0,0,1234
1071,2,-2,1004
1004,2,-2,904
904,1,-2,839
839,1,-2,807
807,1,-2,808
808,0,0,808
808,1,-2,842
842,0,0,875
875,0,0,908
908,1,-2,975
1175,2,-2,1273
1273,0,0,1372
1372,2,-2,1437
1437,1,-2,1537
1537,2,-2,1602
1602,0,0,1668
1668,0,0,0
1534,2,-2,1500
1500,1,-2,1501
1501,0,0,1501
1501,0,0,1501
1501,0,0,1501
1501,1,-2,1535
1535,0,0,1568
1568,0,0,1601
1601,2,-2,1600
1600,0,0,1600
1600,0,0,1600
1600,2,-2,1566
1440,0,0,1605
1605,1,-2,1804
1804,2,-2,1968
1968,2,-2,0
1601,0,0,1634
1634,0,0,1667
1667,0,0,1700
1700,1,-2,1767
1767,2,-2,1799
1799,2,-2,1798
1798,0,0,1798
1798,0,0,1798
1798,0,0,1798
1798,1,-2,1832
1832,1,-2,1899
1899,1,-2,0
1271,0,0,1304
1304,1,-2,1371
1371,0,0,1437
1437,1,-2,1537
1537,0,0,1636
1636,0,0,1735
1735,0,0,1834
1834,2,-2,1899
1899,1,-2,1999
1999,2,-2,2064
2064,1,-2,2164
2164,1,-2,2297
2297,2,-2,0
1103,2,-2,1003
1003,1,-2,938
938,1,-2,906
906,1,-2,907
907,0,0,907
907,0,0,907
907,1,-2,0
1177,0,0,1375
1375,0,0,1573
1573,0,0,1771
1771,0,0,1969
1969,1,-2,0
1009,0,0,1108
1108,1,-2,1241
1241,2,-2,1339
1339,1,-2,1472
1472,1,-2,1638
1638,1,-2,1837
1837,1,-2,2069
2069,1,-2,2334
2334,1,-2,0
1334,2,-2,1234
1234,0,0,1135
1135,2,-2,1002
1002,1,-2,904
904,0,0,805
805,0,0,706
706,1,-2,641
641,2,-2,541
541,2,-2,408
408,1,-2,310
310,1,-2,0
1373,1,-2,1539
1539,2,-2,1670
1670,2,-2,1768
1768,2,-2,1833
1833,1,-2,0
1269,0,0,1236
1236,0,0,1203
1203,0,0,1170
1170,0,0,1137
1137,2,-2,1070
1070,1,-2,1038
1038,0,0,1005
1005,1,-2,1006
1006,1,-2,1040
1040,2,-2,1039
1039,1,-2,1073
1073,2,-2,1072
1072,2,-2,1038
1038,0,0,1005
1005,0,0,972
972,2,-2,905
905,2,-2,805
805,0,0,706
706,0,0,0
1565,0,0,1499
1499,2,-2,1399
1399,0,0,1300
1300,0,0,1201
1201,1,-2,1136
1136,2,-2,1036
1036,2,-2,903
903,2,-2,737
737,0,0,572
572,0,0,407
407,0,0,242
807,2,-2,740
740,0,0,674
674,1,-2,642
642,2,-2,575
575,0,0,0
775,1,-2,809
809,0,0,842
842,0,0,875
875,0,0,908
908,0,0,941
941,0,0,974
974,0,0,1007
1007,2,-2,1006
1006,1,-2,1040
1040,2,-2,1039
1039,0,0,1039
1403,0,0,1436
1436,2,-2,1435
1435,0,0,1435
1435,0,0,1435
1435,0,0,1435
1435,0,0,1435
1435,0,0,1435
1435,2,-2,1401
1401,1,-2,1402
1402,2,-2,1368
1368,0,0,1335
1335,2,-2,1268
1268,0,0,1202
1202,2,-2,0
1437,2,-2,1469
1469,2,-2,1468
1468,0,0,1468
1468,2,-2,1434
1434,0,0,1401
1401,0,0,1368
1368,1,-2,1369
1369,0,0,1369
1369,2,-2,0
1105,1,-2,1139
1139,1,-2,1206
1206,2,-2,1238
1238,0,0,1271
1271,0,0,1304
1304,2,-2,1303
1303,2,-2,1269
1269,1,-2,1270
1270,2,-2,1236
1236,0,0,1203
1203,1,-2,1204
1204,0,0,1204
1204,0,0,1204
1204,0,0,1204
1204,1,-2,1238
1238,0,0,1271
1271,2,-2,1270
1432,0,0,1333
1333,2,-2,1200
1200,0,0,1068
1068,0,0,936
936,0,0,804
804,0,0,672
672,0,0,540
540,0,0,0
1138,0,0,1138
1138,1,-2,1172
1172,0,0,1205
1205,2,-2,1204
1204,0,0,1204
1204,0,0,1204
1204,0,0,1204
1204,0,0,1204
1204,2,-2,1170
1170,0,0,1137
1137,0,0,1104
1104,1,-2,1105
1105,0,0,1105
1105,0,0,1105
1271,0,0,1304
1304,0,0,1337
1337,2,-2,1336
1336,1,-2,1370
1370,0,0,1403
1403,1,-2,1470
1470,0,0,1536
1536,1,-2,1636
1636,0,0,1735
1735,0,0,1834
1834,0,0,1933
1933,0,0,2032
2032,0,0,2131
2131,0,0,2230
2230,0,0,2329
1104,1,-2,1105
1105,0,0,1105
1105,0,0,1105
1105,0,0,1105
1105,0,0,1105
1105,0,0,1105
1105,0,0,1105
1105,2,-2,1071
1071,0,0,1038
1038,0,0,1005
1005,0,0,972
972,2,-2,905
905,2,-2,805
805,0,0,0
971,2,-2,871
871,2,-2,738
738,0,0,606
606,1,-2,508
508,2,-2,0
1934,2,-2,0
1596,0,0,1464
1464,0,0,1332
1332,1,-2,1234
1234,1,-2,1169
1169,1,-2,1137
1137,2,-2,1070
1070,1,-2,1038
1038,1,-2,0
1171,2,-2,1137
1137,2,-2,1070
1070,1,-2,1038
1038,2,-2,971
971,1,-2,939
939,0,0,906
906,1,-2,907
907,0,0,907
907,0,0,907
907,0,0,907
1142,0,0,1274
1274,0,0,1406
1406,0,0,1538
1538,0,0,1670
1670,1,-2,1836
1836,1,-2,2035
2035,0,0,0
1704,1,-2,1903
1903,2,-2,0
1732,1,-2,1766
1766,2,-2,1765
1765,2,-2,1731
1731,1,-2,1732
1732,0,0,1732
1732,0,0,1732
1732,1,-2,1766
1766,2,-2,1765
1765,0,0,1765
1765,1,-2,1799
1241,2,-2,1339
1339,2,-2,1404
1404,0,0,1470
1470,1,-2,1570
1570,0,0,1669
1669,2,-2,0
1366,0,0,1267
1267,0,0,1168
1168,0,0,1069
1069,0,0,970
970,0,0,871
871,1,-2,806
806,0,0,740
740,0,0,0
1698,2,-2,1631
1631,0,0,1565
1565,0,0,1499
1499,2,-2,1399
1399,0,0,1300
1300,2,-2,1167
1167,0,0,1035
1035,0,0,903
903,2,-2,737
737,2,-2,0
1268,0,0,1202
1202,2,-2,1102
1102,0,0,1003
1003,1,-2,938
938,0,0,872
872,2,-2,772
772,0,0,673
673,0,0,574
574,0,0,475
475,1,-2,0
1396,0,0,1198
1198,0,0,1000
1000,0,0,802
802,2,-2,0
1594,0,0,1396
1396,0,0,1198
1198,0,0,1000
1000,2,-2,768
768,2,-2,0
1434,1,-2,1435
1435,1,-2,1469
1469,0,0,1502
1502,0,0,1535
1535,0,0,1568
1568,1,-2,1635
1635,0,0,1701
1701,1,-2,1801
1801,2,-2,0
810,1,-2,910
910,0,0,1009
1009,0,0,1108
1108,1,-2,1241
1241,0,0,1373
1373,1,-2,1539
1539,0,0,1704
1704,0,0,1869
1869,1,-2,0
976,0,0,1075
1075,1,-2,1208
1208,1,-2,1374
1374,2,-2,1505
1505,1,-2,1671
1671,1,-2,1870
1870,1,-2,2102
2102,1,-2,2367
2367,1,-2,0
1532,0,0,1466
1466,1,-2,1434
1434,2,-2,1367
1367,2,-2,1267
1267,2,-2,1134
1134,0,0,1002
1002,1,-2,904
904,0,0,805
805,0,0,706
706,1,-2,641
641,0,0,575
1367,0,0,1301
1301,1,-2,1269
1269,2,-2,1202
1202,0,0,1136
1136,0,0,1070
1070,2,-2,970
970,1,-2,905
905,1,-2,873
873,1,-2,874
874,1,-2,908
908,0,0,0
1435,2,-2,1401
1401,0,0,1368
1368,0,0,1335
1335,0,0,1302
1302,0,0,1269
1269,0,0,1236
1236,0,0,1203
1203,0,0,1170
1170,1,-2,1171
1171,0,0,1171
1171,1,-2,1205
1205,0,0,1238
1238,0,0,1271
1335,0,0,1302
1302,0,0,1269
1269,0,0,1236
1236,0,0,1203
1203,0,0,1170
1170,1,-2,1171
1171,1,-2,1205
1205,0,0,1238
1238,0,0,1271
1271,2,-2,1270
1270,2,-2,1236
1236,0,0,1203
1203,2,-2,1136
1136,1,-2,1104
1104,0,0,1071
1071,2,-2,1004
1004,0,0,938
1334,1,-2,1302
1302,0,0,1269
1269,1,-2,1270
1270,0,0,1270
1270,0,0,1270
1270,0,0,1270
1270,0,0,1270
1270,2,-2,1236
1236,2,-2,1169
1169,2,-2,1069
1069,1,-2,0
942,0,0,1008
1008,0,0,1074
1074,0,0,1140
1140,2,-2,1172
1172,1,-2,1239
1239,2,-2,1271
1271,1,-2,1338
1338,0,0,1404
1404,0,0,1470
1470,1,-2,1570
1570,0,0,1669
1669,0,0,1768
1768,1,-2,1901
1901,0,0,2033
2033,0,0,2165
1864,0,0,1864
1864,2,-2,1830
1830,1,-2,1831
1831,2,-2,1797
1797,0,0,1764
1764,2,-2,1697
1697,2,-2,1597
1597,1,-2,1532
1532,1,-2,1500
1500,0,0,1467
1467,1,-2,1468
1468,0,0,1468
1468,2,-2,1434
1434,0,0,1401
1401,2,-2,1334
1334,2,-2,1234
1234,2,-2,0
906,2,-2,839
839,1,-2,807
807,0,0,774
774,0,0,741
741,0,0,708
708,0,0,675
675,0,0,642
642,0,0,0
1241,0,0,1373
1373,1,-2,1539
1539,0,0,1704
1704,2,-2,1835
1835,0,0,1967
1967,0,0,0
1133,2,-2,934
934,1,-2,770
770,1,-2,0
1205,0,0,1238
1238,0,0,1271
1271,1,-2,1338
1338,0,0,1404
1404,2,-2,1436
1436,0,0,1469
1469,0,0,1502
1502,1,-2,1569
1569,2,-2,1601
1601,1,-2,1668
1668,0,0,1734
1700,1,-2,1767
1767,1,-2,1867
1867,0,0,1966
1966,0,0,2065
2065,2,-2,2130
2130,0,0,2196
2196,0,0,2262
2262,1,-2,2362
2362,2,-2,0
1596,0,0,1464
1464,1,-2,1366
1366,0,0,1267
1267,0,0,1168
1168,2,-2,1035
1035,0,0,903
903,1,-2,805
805,0,0,0
1463,1,-2,1332
1332,2,-2,1166
1166,2,-2,967
967,2,-2,735
735,1,-2,0
1705,0,0,1903
1903,0,0,0
1502,2,-2,1501
1501,1,-2,1535
1535,2,-2,1534
1534,2,-2,1500
1500,1,-2,1501
1501,1,-2,1535
1535,0,0,1568
1568,0,0,1601
1601,1,-2,1668
1668,0,0,1734
1734,2,-2,1766
1766,0,0,1799
1799,2,-2,1798
1798,2,-2,1764
1764,0,0,0
1339,0,0,1438
1438,2,-2,1503
1503,2,-2,1535
1535,2,-2,1534
1534,0,0,1534
1534,2,-2,1500
1500,2,-2,0
1236,1,-2,1237
1237,0,0,1237
1237,1,-2,1271
1271,1,-2,1338
1338,0,0,1404
1404,0,0,1470
1470,2,-2,1502
1502,2,-2,1501
1501,0,0,1501
1501,0,0,1501
1501,0,0,1501
1700,0,0,1733
1733,2,-2,1732
1732,0,0,1732
1732,0,0,1732
1732,1,-2,1766
1766,1,-2,1833
1833,0,0,1899
1899,1,-2,1999
1999,0,0,0
1341,2,-2,1472
1472,0,0,1604
1604,1,-2,1770
1770,2,-2,0
1369,0,0,1369
1369,1,-2,1403
1403,0,0,1436
1436,0,0,1469
1469,0,0,1502
1502,1,-2,1569
1569,0,0,1635
1635,1,-2,1735
1735,0,0,1834
1834,2,-2,1899
1004,0,0,938
938,2,-2,838
838,0,0,739
739,0,0,640
640,1,-2,575
575,2,-2,0
946,1,-2,1178
1178,1,-2,1443
1443,1,-2,1741
1741,2,-2,2004
2004,2,-2,2234
2234,0,0,0
1867,0,0,1966
1966,0,0,0
1305,0,0,1371
1371,2,-2,1403
1403,1,-2,1470
1470,2,-2,1502
1502,0,0,1535
1535,1,-2,1602
1602,0,0,1668
1668,0,0,1734
1734,0,0,1800
1800,2,-2,1832
1832,1,-2,0
1070,2,-2,970
970,0,0,871
871,0,0,772
772,1,-2,707
707,1,-2,675
675,1,-2,676
676,0,0,0
1205,2,-2,1204
1204,1,-2,1238
1238,0,0,1271
1271,2,-2,1270
1270,1,-2,1304
1304,2,-2,1303
1303,0,0,1303
1303,0,0,1303
1303,1,-2,1337
1337,2,-2,1336
1336,2,-2,1302
1302,0,-5000,0
870,2,-2,704
704,2,-2,0
1270,0,0,1270
1270,0,0,1270
1270,0,0,1270
1270,2,-2,1236
1236,0,0,1203
1203,2,-2,1136
1136,2,-2,1036
1036,0,0,937
937,1,-2,872
872,0,0,806
806,0,0,740
740,1,-2,708
708,1,-2,709
709,0,0,709
709,0,0,709
709,1,-2,743
743,1,-2,810
1505,0,0,1637
1637,0,0,1769
1769,2,-2,1867
1867,1,-2,0
1602,0,0,1668
1668,2,-2,1700
1700,2,-2,1699
1699,1,-2,1733
1733,1,-2,1800
1800,2,-2,0
1235,1,-2,1203
1203,2,-2,1136
1136,1,-2,1104
1104,2,-2,1037
1037,0,0,971
971,1,-2,939
939,0,0,906
906,2,-2,839
839,1,-2,0
1299,1,-2,1201
1201,2,-2,1068
1068,0,0,936
936,0,0,804
804,1,-2,0
1699,0,0,1699
1699,0,0,1699
1699,2,-2,1665
1665,0,0,1632
1632,0,0,1599
1599,1,-2,1600
1600,2,-2,1566
1566,0,0,1533
